sentence,pseudo_that,verb,comp_type
""" Following the closing ceremonies , Craven hinted that the IPC might put greater scrutiny on broadcasters at future editions of the Paralympics ( or may strip NBC of its broadcast rights ) , by stating that "" if we find our values don ’ t fit , we ’ ll have to go somewhere else.",""" Following the closing ceremonies , Craven hinted the IPC might put greater scrutiny on broadcasters at future editions of the Paralympics ( or may strip NBC of its broadcast rights ) , by stating that "" if we find our values don ’ t fit , we ’ ll have to go somewhere else.",hint,that
""" Following the closing ceremonies , Craven hinted that the IPC might put greater scrutiny on broadcasters at future editions of the Paralympics ( or may strip NBC of its broadcast rights ) , by stating that "" if we find our values don ’ t fit , we ’ ll have to go somewhere else.",""" Following the closing ceremonies , Craven hinted that the IPC might put greater scrutiny on broadcasters at future editions of the Paralympics ( or may strip NBC of its broadcast rights ) , by stating "" if we find our values don ’ t fit , we ’ ll have to go somewhere else.",state,that
"A 2010 study by the University of British Columbia ( UBC ) on the Olympic Games Impact ( OGI ) , showed that of roughly 1 @,@ 600 Canadian respondents , 41 – 50 percent believed the 2010 Paralympic and Olympic Games in Vancouver , Canada triggered additional accessibility of buildings , sidewalks and public spaces.","A 2010 study by the University of British Columbia ( UBC ) on the Olympic Games Impact ( OGI ) , showed of roughly 1 @,@ 600 Canadian respondents , 41 – 50 percent believed the 2010 Paralympic and Olympic Games in Vancouver , Canada triggered additional accessibility of buildings , sidewalks and public spaces.",show,that
"A 2010 study by the University of British Columbia ( UBC ) on the Olympic Games Impact ( OGI ) , showed that of roughly 1 @,@ 600 Canadian respondents , 41 – 50 percent believed the 2010 Paralympic and Olympic Games in Vancouver , Canada triggered additional accessibility of buildings , sidewalks and public spaces.","A 2010 study by the University of British Columbia ( UBC ) on the Olympic Games Impact ( OGI ) , showed that of roughly 1 @,@ 600 Canadian respondents , 41 – 50 percent believed the 2010 Paralympic and Olympic Games in Vancouver , Canada triggered additional accessibility of buildings , sidewalks and public spaces.",believe,none
23 percent of employers said the Games had increased their willingness to hire people with disabilities.,23 percent of employers said the Games had increased their willingness to hire people with disabilities.,say,none
"After the 2000 Sydney Games , a Spanish basketball player alleged that several members of the gold @-@ medal winning Spanish basketball intellectually disabled ( ID ) team were not disabled.","After the 2000 Sydney Games , a Spanish basketball player alleged several members of the gold @-@ medal winning Spanish basketball intellectually disabled ( ID ) team were not disabled.",allege,that
He claimed that only two athletes out of the twelve @-@ member team met the qualifications of an intellectually disabled athlete.,He claimed only two athletes out of the twelve @-@ member team met the qualifications of an intellectually disabled athlete.,claim,that
The results of the IPC 's investigation confirmed the Spanish athlete 's allegations and also determined that the incident was not isolated to the basketball ID event or to Spanish athletes.,The results of the IPC 's investigation confirmed the Spanish athlete 's allegations and also determined the incident was not isolated to the basketball ID event or to Spanish athletes.,determine,that
The 54 @-@ year @-@ old curler said his doctor had prescribed a medication on the banned substances list.,The 54 @-@ year @-@ old curler said his doctor had prescribed a medication on the banned substances list.,say,none
"In an interview with Vibe magazine , the musician commented , "" I was so happy after the fight that I ran upstairs in their house and wrote ' Speechless '.","In an interview with Vibe magazine , the musician commented , "" I was so happy after the fight that I ran upstairs in their house and wrote ' Speechless '.",comment,none
""" He added , "" But it was the fight that did it.",""" He added , "" But it was the fight that did it.",add,none
I felt it would be good enough for the album.,I felt it would be good enough for the album.,feel,none
""" Speechless "" was digitally edited by Buxer and Stuart Brawley , and was mixed by Bruce Swedien , who later said , "" Everything with Michael is a stand @-@ out moment but an absolutely gorgeous piece of music called ' Speechless ' was really an event.",""" Speechless "" was digitally edited by Buxer and Stuart Brawley , and was mixed by Bruce Swedien , who later said , "" Everything with Michael is a stand @-@ out moment but an absolutely gorgeous piece of music called ' Speechless ' was really an event.",say,none
